feed_id,feed_source,template_name,mixture_size,active_components,CO2,H2,Ar,N2,CH4,O2,CO,H2S
157,Random (Dirichlet),dirichlet,6,"CO2,Ar,N2,CH4,O2,CO",0.99,0.0,0.000866257913841064,0.002835975217387954,0.003627749229737222,0.0009735158222056156,0.0016965018168281524,0.0
158,Random (Dirichlet),dirichlet,2,"CO2,H2",0.98,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0
159,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,CH4,O2,H2S",0.95,0.006430908855763519,0.014340550784210822,0.0,0.011114155095494075,0.01354644628311623,0.0,0.004567938981415395
160,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,N2,CO",0.98,0.0018840333857148232,0.007506911503322992,0.0027321040789579152,0.0,0.0,0.007876951032004283,0.0
161,Random (Dirichlet),dirichlet,6,"CO2,N2,CH4,O2,CO,H2S",0.95,0.0,0.0,0.01098091741718225,0.009304125629361948,0.021804956006072927,0.004698613478397976,0.0032113874689849485
162,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,N2,H2S",0.95,0.008821510667081867,0.020093292962253206,0.016813880506230373,0.0,0.0,0.0,0.0042713158644346085
163,Random (Dirichlet),dirichlet,4,"CO2,Ar,O2,H2S",0.95,0.0,0.006838125196780201,0.0,0.0,0.01716247304605399,0.0,0.025999401757165846
164,Random (Dirichlet),dirichlet,4,"CO2,N2,CO,H2S",0.97,0.0,0.0,0.01702329236989355,0.0,0.0,0.008807305777302035,0.004169401852804442
165,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,O2,CO",0.98,0.0005507870016040836,0.00439278887605676,0.0,0.0,0.014219645936142089,0.0008367781861970836,0.0
166,Random (Dirichlet),dirichlet,6,"CO2,Ar,CH4,O2,CO,H2S",0.98,0.0,0.0005721301997084384,0.0,0.00973595520892887,0.004448326691465581,0.0047156250310796555,0.0005279628688174722
167,Random (Dirichlet),dirichlet,6,"CO2,Ar,N2,CH4,CO,H2S",0.99,0.0,0.0018324105778057414,0.004546411440720225,0.0031877725795280295,0.0,0.0003545247816015715,7.888062034444032e-05
168,Random (Dirichlet),dirichlet,2,"CO2,H2",0.95,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0
169,Random (Dirichlet),dirichlet,5,"CO2,CH4,O2,CO,H2S",0.96,0.0,0.0,0.0,0.012708023424335014,0.015174204703145906,0.004794245222715731,0.0073235266498033825
170,Random (Dirichlet),dirichlet,4,"CO2,H2,CH4,CO",0.99,0.007167270886375308,0.0,0.0,0.0011022259001966946,0.0,0.001730503213428005,0.0
171,Random (Dirichlet),dirichlet,5,"CO2,Ar,N2,O2,H2S",0.96,0.0,0.002194346142006503,0.015883859870506126,0.0,0.00344525373715234,0.0,0.01847654025033507
172,Random (Dirichlet),dirichlet,4,"CO2,Ar,O2,CO",0.99,0.0,0.005251123684078619,0.0,0.0,0.002116130601428597,0.002632745714492793,0.0
173,Random (Dirichlet),dirichlet,3,"CO2,H2,CH4",0.96,0.0015912738198885592,0.0,0.0,0.03840872618011148,0.0,0.0,0.0
174,Random (Dirichlet),dirichlet,5,"CO2,N2,CH4,CO,H2S",0.95,0.0,0.0,0.003029190261492782,0.02149446962222141,0.0,0.02261908899508831,0.002857251121197536
175,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,CH4,CO,H2S",0.99,0.001155222449889958,0.0017161036149324006,0.0,0.002980328527812308,0.0,0.003219407619768228,0.0009289377875971144
176,Random (Dirichlet),dirichlet,2,"CO2,H2",0.96,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0
177,Random (Dirichlet),dirichlet,2,"CO2,O2",0.96,0.0,0.0,0.0,0.0,0.040000000000000036,0.0,0.0
178,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,CH4,O2",0.95,0.0020309333897476673,0.003071752590191605,0.0,0.033378209908934676,0.011519104111126098,0.0,0.0
179,Random (Dirichlet),dirichlet,4,"CO2,H2,CH4,CO",0.95,0.0007001298002577818,0.0,0.0,0.03121708178751636,0.0,0.0180827884122259,0.0
180,Random (Dirichlet),dirichlet,5,"CO2,Ar,N2,CH4,O2",0.98,0.0,0.0063639159990617885,0.00010446822415017932,0.003512692596753094,0.010018923180034953,0.0,0.0
181,Random (Dirichlet),dirichlet,6,"CO2,Ar,N2,O2,CO,H2S",0.95,0.0,0.0020352332401036917,0.016446471403746204,0.0,0.012852916785750691,0.00017866355093601056,0.018486715019463452
182,Random (Dirichlet),dirichlet,4,"CO2,N2,CH4,H2S",0.97,0.0,0.0,0.023815451995700797,0.005247424235050366,0.0,0.0,0.0009371237692488664
183,Random (Dirichlet),dirichlet,4,"CO2,H2,N2,CO",0.98,0.0009284384090030547,0.0,0.010114338614364424,0.0,0.0,0.008957222976632538,0.0
184,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,CO,H2S",0.98,0.002576617777144432,0.0,0.006152959573056782,0.0,0.0,0.010628652415402152,0.0006417702343966532
185,Random (Dirichlet),dirichlet,5,"CO2,Ar,N2,O2,CO",0.97,0.0,0.012538886265484401,0.002824472432106131,0.0,0.014099019180074331,0.0005376221223351651,0.0
186,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,N2,CO",0.99,0.0036696215509363526,0.0009785136372881082,0.0023173712052338294,0.0,0.0,0.0030344936065417184,0.0
187,Random (Dirichlet),dirichlet,5,"CO2,H2,CH4,O2,CO",0.95,0.007004953016149311,0.0,0.0,0.020955840983335246,0.010447230438929256,0.011591975561586226,0.0
188,Random (Dirichlet),dirichlet,3,"CO2,Ar,O2",0.97,0.0,0.018873644507893795,0.0,0.0,0.011126355492106235,0.0,0.0
189,Random (Dirichlet),dirichlet,3,"CO2,H2,CO",0.97,0.02198828485283915,0.0,0.0,0.0,0.0,0.008011715147160873,0.0
190,Random (Dirichlet),dirichlet,4,"CO2,N2,CH4,H2S",0.98,0.0,0.0,0.000964495535241242,0.0030134835790821984,0.0,0.0,0.01602202088567658
191,Random (Dirichlet),dirichlet,3,"CO2,Ar,O2",0.97,0.0,0.018660646036180888,0.0,0.0,0.011339353963819137,0.0,0.0
192,Random (Dirichlet),dirichlet,8,"CO2,H2,Ar,N2,CH4,O2,CO,H2S",0.97,0.00014285535260899666,0.004266040567067862,0.007582647607353174,0.005066123029734023,0.0027204022509562348,0.005402548793231788,0.004819382399047951
193,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,CH4,CO",0.98,0.0032906646267405982,0.0007856013571251759,0.0,0.012945643717353952,0.0,0.0029780902987802914,0.0
194,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,N2,CH4,O2",0.99,0.0023140113733650268,0.0027509956104358126,0.000952590955294734,0.002547022401324137,0.0014353796595803,0.0,0.0
195,Random (Dirichlet),dirichlet,2,"CO2,H2",0.99,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0
196,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,N2,CH4,O2",0.95,0.015743598475571323,0.002505352354184155,0.001792298072354914,0.010302829040236675,0.019655922057652972,0.0,0.0
197,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,O2,H2S",0.95,0.0038712916492434856,0.011534602964507349,0.0,0.0,0.002352597803199516,0.0,0.03224150758304969
198,Random (Dirichlet),dirichlet,5,"CO2,Ar,N2,CO,H2S",0.96,0.0,0.02040574729583756,0.008927046763077776,0.0,0.0,0.0006251427644985113,0.010042063176586196
199,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,CH4,CO",0.96,0.00307839788834653,0.0,0.025767430951628114,0.0075840151505072026,0.0,0.0035701560095181893,0.0
200,Random (Dirichlet),dirichlet,5,"CO2,Ar,N2,CH4,CO",0.95,0.0,0.016509932273942606,0.006550413371406278,0.0013234581076000864,0.0,0.025616196247051064,0.0
201,Random (Dirichlet),dirichlet,3,"CO2,CO,H2S",0.99,0.0,0.0,0.0,0.0,0.0,0.0037650724722949553,0.006234927527705053
202,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,CH4,H2S",0.95,0.002815028092315084,0.0,0.002248540395375051,0.023352393984656775,0.0,0.0,0.021584037527653133
203,Random (Dirichlet),dirichlet,2,"CO2,Ar",0.99,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0
204,Random (Dirichlet),dirichlet,2,"CO2,Ar",0.98,0.0,0.020000000000000018,0.0,0.0,0.0,0.0,0.0
205,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,N2,H2S",0.97,0.0007052573062054372,0.0066047711771801895,0.022298185683028916,0.0,0.0,0.0,0.0003917858335854921
206,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,CH4,O2",0.95,0.002556086792271417,0.0,0.008073862255172981,0.02888654134172122,0.010483509610834434,0.0,0.0
207,Random (Dirichlet),dirichlet,3,"CO2,N2,O2",0.96,0.0,0.0,0.028927671924991436,0.0,0.011072328075008596,0.0,0.0
208,Random (Dirichlet),dirichlet,5,"CO2,Ar,N2,O2,CO",0.96,0.0,0.0010058123187527833,0.029076355447087025,0.0,0.006215202498242045,0.0037026297359181864,0.0
209,Random (Dirichlet),dirichlet,3,"CO2,H2,N2",0.96,0.03631283294484594,0.0,0.0036871670551540947,0.0,0.0,0.0,0.0
210,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,CH4,H2S",0.98,0.006421182741670395,0.0,0.00012141429669629313,0.009422749233824473,0.0,0.0,0.004034653727808855
211,Random (Dirichlet),dirichlet,4,"CO2,H2,Ar,CH4",0.97,0.0044769887454253554,0.0008019616304672693,0.0,0.024721049624107396,0.0,0.0,0.0
212,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,CH4,O2,CO",0.98,0.006703892760022072,0.0021804881734187333,0.0,0.0060914825711533135,0.00304435864738002,0.0019797778480258785,0.0
213,Random (Dirichlet),dirichlet,5,"CO2,H2,CH4,O2,CO",0.96,0.000596905294940998,0.0,0.0,0.001582985574106688,0.03425537530667996,0.003564733824272386,0.0
214,Random (Dirichlet),dirichlet,3,"CO2,Ar,O2",0.97,0.0,0.0025612233297051456,0.0,0.0,0.02743877667029488,0.0,0.0
215,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,O2,H2S",0.97,0.0006214399933412584,0.0,0.011917842032944647,0.0,0.010462525636623142,0.0,0.0069981923370909796
216,Random (Dirichlet),dirichlet,6,"CO2,H2,CH4,O2,CO,H2S",0.99,0.003904767958362523,0.0,0.0,0.0036469035321510346,0.00012265054447150475,0.00037158773288720204,0.0019540902321277436
217,Random (Dirichlet),dirichlet,5,"CO2,H2,CH4,CO,H2S",0.98,0.0010129517973992072,0.0,0.0,0.006336104422838171,0.0,0.010352206362511723,0.0022987374172509134
218,Random (Dirichlet),dirichlet,4,"CO2,CH4,O2,CO",0.98,0.0,0.0,0.0,0.0030441445117469494,0.015325726130807031,0.0016301293574460377,0.0
219,Random (Dirichlet),dirichlet,3,"CO2,H2,N2",0.97,0.004264493115262512,0.0,0.025735506884737518,0.0,0.0,0.0,0.0
220,Random (Dirichlet),dirichlet,7,"CO2,H2,N2,CH4,O2,CO,H2S",0.99,0.0020931590210945756,0.0,0.00021235996339663882,0.006261690373618941,0.00026154096097094783,2.8435404400795248e-05,0.00114281427651811
221,Random (Dirichlet),dirichlet,3,"CO2,CO,H2S",0.96,0.0,0.0,0.0,0.0,0.0,0.0041271760373934995,0.03587282396260654
222,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,N2,CH4,O2",0.95,0.004495100362568182,0.008888640491050509,0.011635504085408655,0.018050610395999426,0.006930144664973274,0.0,0.0
223,Random (Dirichlet),dirichlet,6,"CO2,H2,N2,CH4,O2,H2S",0.96,0.0014698682426127895,0.0,0.022548045034548637,0.0017250292978521274,0.014016051575753554,0.0,0.0002410058492329318
224,Random (Dirichlet),dirichlet,5,"CO2,Ar,CH4,O2,CO",0.95,0.0,0.021242068337437307,0.0,0.008047431446384007,0.005398283359927406,0.015312216856251318,0.0
225,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,CH4,CO",0.95,0.025719965951082443,0.006602829802050601,0.0,0.01189002450809986,0.0,0.005787179738767134,0.0
226,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,CH4,CO",0.99,0.0025080842507494067,0.0,0.003265400990618194,0.0034334856640566556,0.0,0.0007930290945757536,0.0
227,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,CH4,CO",0.99,0.0008643934510823245,0.0,0.0022715276136668944,0.0048778270316561225,0.0,0.001986251903594668,0.0
228,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,CH4,O2,H2S",0.99,6.205642965948004e-05,0.0020911585166012076,0.0,0.002996503147031327,0.0004584983265133195,0.0,0.004391783580194675
229,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,CH4,O2",0.99,0.000838998745181203,0.0,0.002414897487576102,0.005199838563822687,0.001546265203420017,0.0,0.0
230,Random (Dirichlet),dirichlet,4,"CO2,Ar,CO,H2S",0.98,0.0,0.005054975147569476,0.0,0.0,0.0,0.0109876165879796,0.003957408264450941
231,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,O2,H2S",0.99,0.004363740130103586,0.0005785295024096169,0.0,0.0,0.001626885076605424,0.0,0.003430845290881382
232,Random (Dirichlet),dirichlet,7,"CO2,H2,N2,CH4,O2,CO,H2S",0.96,0.0030298890081396474,0.0,0.01409410895494206,0.005719056208250802,0.009063456977012385,0.006512542237724079,0.0015809466139310646
233,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,O2,CO",0.96,0.008576304559135049,0.0,0.007792720970121577,0.0,0.02258960866778134,0.0010413658029620708,0.0
234,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,CO,H2S",0.96,0.0004472846273168166,0.0,0.0017101551541188768,0.0,0.0,0.022016909895876853,0.015825650322687485
235,Random (Dirichlet),dirichlet,4,"CO2,CH4,O2,CO",0.95,0.0,0.0,0.0,0.0077389129832156804,0.014339601856740368,0.027921485160043988,0.0
236,Random (Dirichlet),dirichlet,4,"CO2,N2,CH4,H2S",0.98,0.0,0.0,0.00890752080521541,0.00705899623861009,0.0,0.0,0.004033482956174521
237,Random (Dirichlet),dirichlet,5,"CO2,Ar,CH4,O2,CO",0.95,0.0,0.0022196475224546476,0.0,0.010770445177778466,0.01343310409057075,0.023576803209196178,0.0
238,Random (Dirichlet),dirichlet,5,"CO2,N2,O2,CO,H2S",0.96,0.0,0.0,0.005915082170198206,0.0,0.003528228067299572,0.006580717147404225,0.023975972615098033
239,Random (Dirichlet),dirichlet,4,"CO2,H2,Ar,H2S",0.96,0.003425903635948359,0.03242684039097132,0.0,0.0,0.0,0.0,0.004147255973080355
240,Random (Dirichlet),dirichlet,5,"CO2,Ar,CH4,O2,H2S",0.95,0.0,0.02309166232829777,0.0,0.003159311951864637,0.003776482455698779,0.0,0.01997254326413886
241,Random (Dirichlet),dirichlet,3,"CO2,CH4,O2",0.95,0.0,0.0,0.0,0.04974789326887848,0.0002521067311215589,0.0,0.0
242,Random (Dirichlet),dirichlet,5,"CO2,Ar,CH4,CO,H2S",0.99,0.0,0.0019544305935654508,0.0,0.00034992719261787324,0.0,0.007614942067892645,8.07001459240399e-05
243,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,N2,O2,CO",0.99,0.002178460409258834,0.0005351457574927793,0.006267834114104536,0.0,0.0004706890739640165,0.0005478706451798435,0.0
244,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,O2,H2S",0.95,0.0162537000171197,0.0,0.029967838656161525,0.0,0.0024757818734019834,0.0,0.0013026794533168304
245,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,CO,H2S",0.99,0.004653855586301234,0.0,0.004455140503368078,0.0,0.0,0.00028937459625197695,0.00060162931407872
246,Random (Dirichlet),dirichlet,3,"CO2,Ar,CH4",0.99,0.0,0.005723365755483583,0.0,0.004276634244516426,0.0,0.0,0.0
247,Random (Dirichlet),dirichlet,4,"CO2,Ar,N2,H2S",0.96,0.0,0.030938341616288136,0.004496355077795064,0.0,0.0,0.0,0.004565303305916834
248,Random (Dirichlet),dirichlet,3,"CO2,CH4,H2S",0.95,0.0,0.0,0.0,0.03841671475919608,0.0,0.0,0.011583285240803968
249,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,N2,CH4,O2",0.95,0.006869449855651192,0.004644948744270289,0.005539139116001846,0.019271572134509973,0.013674890149566746,0.0,0.0
250,Random (Dirichlet),dirichlet,7,"CO2,H2,Ar,N2,O2,CO,H2S",0.98,0.002083377877896518,0.002407605103681614,0.0028175227546421724,0.0,0.0036238488041030995,0.007099568378362875,0.001968077081313739
251,Random (Dirichlet),dirichlet,7,"CO2,H2,Ar,N2,CH4,O2,H2S",0.99,4.579774192256104e-05,0.004000406643921372,0.002180503227930295,0.0021165036053460594,0.0009460748967251255,0.0,0.0007107138841545972
252,Random (Dirichlet),dirichlet,3,"CO2,H2,N2",0.97,0.024011180450827882,0.0,0.005988819549172144,0.0,0.0,0.0,0.0
253,Random (Dirichlet),dirichlet,2,"CO2,H2S",0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.020000000000000018
254,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,N2,O2,H2S",0.95,0.004632815110684204,0.00044900503945781927,0.01496142244935978,0.0,0.025189190484493706,0.0,0.004767566916004528
255,Random (Dirichlet),dirichlet,7,"CO2,H2,Ar,N2,CH4,O2,CO",0.98,0.00016893325328219772,0.0012271319153143512,0.005320291026871428,0.011158959136413724,0.0003022868028820466,0.0018223978652362723,0.0
256,Random (Dirichlet),dirichlet,4,"CO2,N2,CO,H2S",0.98,0.0,0.0,0.0033257922529169905,0.0,0.0,0.004367627240272131,0.012306580506810896
257,Random (Dirichlet),dirichlet,6,"CO2,Ar,N2,CH4,CO,H2S",0.97,0.0,0.0012789540126417497,0.000725506693488477,0.003281288807577173,0.0,0.02145527657134669,0.0032589739149459385
258,Random (Dirichlet),dirichlet,3,"CO2,N2,O2",0.99,0.0,0.0,0.0061747631454358775,0.0,0.0038252368545641314,0.0,0.0
259,Random (Dirichlet),dirichlet,4,"CO2,H2,N2,O2",0.95,0.022944787880555966,0.0,0.007051333529501173,0.0,0.020003878589942903,0.0,0.0
260,Random (Dirichlet),dirichlet,6,"CO2,Ar,N2,O2,CO,H2S",0.98,0.0,0.0034885279991061515,0.0033044925662364167,0.0,0.0028916350218382435,0.009573331869586556,0.0007420125432326506
261,Random (Dirichlet),dirichlet,3,"CO2,H2,N2",0.95,0.007950269218329956,0.0,0.042049730781670076,0.0,0.0,0.0,0.0
262,Random (Dirichlet),dirichlet,5,"CO2,H2,O2,CO,H2S",0.99,0.003302556665667847,0.0,0.0,0.0,0.002254317309167258,0.0033971779519706164,0.0010459480731942882
263,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,CH4,O2,H2S",0.98,0.004289917284156501,0.004720486190230958,0.0,0.0005573819441661941,0.010348901860375024,0.0,8.331272107133737e-05
264,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,CH4,O2",0.95,0.0016778591148518534,0.0,0.009060354296299354,0.03306083187178279,0.006200954717066045,0.0,0.0
265,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,CO,H2S",0.98,0.004561392434503565,0.0,0.009224033969350443,0.0,0.0,0.0045688959665674345,0.0016456776295785726
266,Random (Dirichlet),dirichlet,5,"CO2,Ar,O2,CO,H2S",0.95,0.0,0.01237853195280756,0.0,0.0,0.023408054153079876,0.001049205523049238,0.013164208371063366
267,Random (Dirichlet),dirichlet,3,"CO2,H2,H2S",0.95,0.027365915625021817,0.0,0.0,0.0,0.0,0.0,0.022634084374978238
268,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,O2,H2S",0.97,0.004657352902056362,0.0,0.0015217370276720684,0.0,0.0005707979090564296,0.0,0.023250112161215166
269,Random (Dirichlet),dirichlet,4,"CO2,H2,Ar,O2",0.98,0.0073201371010489175,0.001100160919021727,0.0,0.0,0.01157970197992937,0.0,0.0
270,Random (Dirichlet),dirichlet,3,"CO2,H2,O2",0.98,0.00033586383739970724,0.0,0.0,0.0,0.01966413616260031,0.0,0.0
271,Random (Dirichlet),dirichlet,4,"CO2,O2,CO,H2S",0.97,0.0,0.0,0.0,0.0,0.017520313822761924,0.004817106096532913,0.007662580080705188
272,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,CH4,CO",0.97,0.004689152424490965,0.00827882434779057,0.0,0.0007296350566691688,0.0,0.016302388171049325,0.0
273,Random (Dirichlet),dirichlet,3,"CO2,N2,CH4",0.97,0.0,0.0,0.010259223044417514,0.019740776955582514,0.0,0.0,0.0
274,Random (Dirichlet),dirichlet,4,"CO2,CH4,O2,CO",0.95,0.0,0.0,0.0,0.00027930117667922147,0.032591572664920264,0.017129126158400572,0.0
275,Random (Dirichlet),dirichlet,4,"CO2,O2,CO,H2S",0.98,0.0,0.0,0.0,0.0,0.014907729435928718,0.004095697536409981,0.0009965730276613202
276,Random (Dirichlet),dirichlet,5,"CO2,Ar,CH4,O2,CO",0.95,0.0,0.031141052096382023,0.0,0.00913947661854349,0.006030852640006916,0.003688618645067628,0.0
277,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,N2,H2S",0.99,0.0015743121664258126,0.004171371183037036,0.0022070536991223326,0.0,0.0,0.0,0.0020472629514148265
278,Random (Dirichlet),dirichlet,7,"CO2,H2,Ar,N2,CH4,O2,H2S",0.95,0.004390374051806768,0.004491644511956682,0.010206940663964647,0.007072686170274503,0.007137172858393313,0.0,0.016701181743604136
279,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,N2,O2,CO",0.97,0.012065746677131768,0.00875442400938189,0.0013619219142115223,0.0,0.004349811054359184,0.0034680963449156654,0.0
280,Random (Dirichlet),dirichlet,5,"CO2,N2,O2,CO,H2S",0.98,0.0,0.0,0.0011769395478006893,0.0,0.006335998985932761,0.0004273757129814423,0.012059685753285126
281,Random (Dirichlet),dirichlet,4,"CO2,H2,N2,O2",0.97,0.011431745984652733,0.0,0.00208226431274737,0.0,0.016485989702599922,0.0,0.0
282,Random (Dirichlet),dirichlet,3,"CO2,H2,CH4",0.98,0.010694372610974388,0.0,0.0,0.00930562738902563,0.0,0.0,0.0
283,Random (Dirichlet),dirichlet,7,"CO2,H2,Ar,N2,CH4,CO,H2S",0.95,0.00840431728532156,0.017876072855697415,0.011122145428475817,0.0024323092390031013,0.0,0.007188265854793229,0.0029768893367089124
284,Random (Dirichlet),dirichlet,6,"CO2,H2,N2,CH4,CO,H2S",0.99,0.007536546532027872,0.0,0.0013063427983408032,0.000820787459871739,0.0,0.0002490989944485993,8.722421531099446e-05
285,Random (Dirichlet),dirichlet,3,"CO2,CH4,CO",0.97,0.0,0.0,0.0,0.02694511782752253,0.0,0.0030548821724774968,0.0
286,Random (Dirichlet),dirichlet,5,"CO2,H2,CH4,CO,H2S",0.95,0.015058316881101643,0.0,0.0,0.013857558052579298,0.0,0.008929299003631434,0.01215482606268767
287,Random (Dirichlet),dirichlet,4,"CO2,H2,Ar,O2",0.97,0.014766648743608057,0.005052915925204441,0.0,0.0,0.010180435331187532,0.0,0.0
288,Random (Dirichlet),dirichlet,3,"CO2,O2,H2S",0.95,0.0,0.0,0.0,0.0,0.023217032857464168,0.0,0.02678296714253588
289,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,N2,O2",0.96,0.015056369656211686,0.0025276552772561973,0.004571942570743938,0.0,0.01784403249578822,0.0,0.0
290,Random (Dirichlet),dirichlet,3,"CO2,CO,H2S",0.99,0.0,0.0,0.0,0.0,0.0,0.00402153804387568,0.00597846195612433
291,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,O2,H2S",0.96,0.01685150588864075,0.0,0.010380926849495231,0.0,0.004931031139427656,0.0,0.0078365361224364
292,Random (Dirichlet),dirichlet,4,"CO2,Ar,CH4,H2S",0.97,0.0,0.01488145694782004,0.0,0.014545426841130724,0.0,0.0,0.0005731162110492582
293,Random (Dirichlet),dirichlet,4,"CO2,Ar,N2,CO",0.96,0.0,0.018521001702546457,0.016683638332195706,0.0,0.0,0.004795359965257865,0.0
294,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,N2,CH4,H2S",0.97,0.004588873219769908,0.010665759850125777,0.003826251087480261,0.006465764459863518,0.0,0.0,0.004453351382760559
295,Random (Dirichlet),dirichlet,6,"CO2,H2,N2,O2,CO,H2S",0.96,0.005440934163206312,0.0,0.003089169052085598,0.0,0.00797118701234422,0.0215945257595328,0.0019041840128311033
296,Random (Dirichlet),dirichlet,8,"CO2,H2,Ar,N2,CH4,O2,CO,H2S",0.95,0.0064022983235009585,0.016961960117689533,0.007602405330687711,0.004540366334401228,0.013231206676011865,0.001032248238180798,0.00022951497952795324
297,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,CH4,CO",0.99,0.00012994569321395086,0.0009702783343283243,0.0,0.0012728570748605274,0.0,0.007626918897597207,0.0
298,Random (Dirichlet),dirichlet,5,"CO2,Ar,N2,O2,CO",0.98,0.0,0.00020145635173622945,0.0008322149777608273,0.0,0.00725959715607859,0.011706731514424374,0.0
299,Random (Dirichlet),dirichlet,3,"CO2,N2,H2S",0.96,0.0,0.0,0.018750934145635032,0.0,0.0,0.0,0.021249065854365003
300,Random (Dirichlet),dirichlet,4,"CO2,H2,N2,CO",0.98,0.001958927038277848,0.0,0.009923411588327814,0.0,0.0,0.008117661373394357,0.0
301,Random (Dirichlet),dirichlet,4,"CO2,Ar,N2,CH4",0.98,0.0,0.005313083756836633,0.009450077497858408,0.005236838745304976,0.0,0.0,0.0
302,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,CH4,O2",0.97,0.007563860623114776,0.0,0.002780649259541382,0.0017003893254656257,0.017955100791878245,0.0,0.0
303,Random (Dirichlet),dirichlet,4,"CO2,H2,N2,O2",0.99,0.0056153332682777795,0.0,0.0023039148663675083,0.0,0.00208075186535472,0.0,0.0
304,Random (Dirichlet),dirichlet,4,"CO2,H2,N2,H2S",0.98,0.011611379153389268,0.0,0.0006693764914627832,0.0,0.0,0.0,0.0077192443551479676
305,Random (Dirichlet),dirichlet,3,"CO2,N2,CO",0.98,0.0,0.0,0.009775198216129573,0.0,0.0,0.010224801783870445,0.0
306,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,CH4,O2,CO",0.97,0.007808960234913331,0.00016497430283159226,0.0,0.004533972085745037,0.003908201005795184,0.013583892370714883,0.0
307,Random (Dirichlet),dirichlet,3,"CO2,Ar,CH4",0.96,0.0,0.0007729844196833713,0.0,0.03922701558031667,0.0,0.0,0.0
308,Random (Dirichlet),dirichlet,2,"CO2,CO",0.96,0.0,0.0,0.0,0.0,0.0,0.040000000000000036,0.0
309,Random (Dirichlet),dirichlet,4,"CO2,Ar,CH4,H2S",0.97,0.0,0.011519409322918343,0.0,0.017981434524344135,0.0,0.0,0.0004991561527375522
310,Random (Dirichlet),dirichlet,2,"CO2,CH4",0.99,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0
311,Random (Dirichlet),dirichlet,4,"CO2,N2,CO,H2S",0.98,0.0,0.0,0.006854386939140659,0.0,0.0,6.294762189466857e-05,0.01308266543896469
312,Random (Dirichlet),dirichlet,5,"CO2,Ar,N2,CH4,H2S",0.95,0.0,0.027855697520273344,0.008885910886471119,0.004167174019733659,0.0,0.0,0.00909121757352192
313,Random (Dirichlet),dirichlet,6,"CO2,Ar,N2,O2,CO,H2S",0.95,0.0,0.007683384962693332,0.0037682377310145924,0.0,0.011077068333326839,0.02217203451362855,0.005299274459336729
314,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,CO,H2S",0.96,0.008906471724808686,0.0,0.019187722642627254,0.0,0.0,2.7357913214156634e-05,0.011878447719349936
